tag,patterns,responses,patterns_str,responses_str
sad,i feel down,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel down,i'm here for you. could you tell me why you're feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel down,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel down,how long have you been feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel sad,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel sad,i'm here for you. could you tell me why you're feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel sad,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel sad,how long have you been feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i am sad,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i am sad,i'm here for you. could you tell me why you're feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i am sad,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i am sad,how long have you been feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel so lonely,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel so lonely,i'm here for you. could you tell me why you're feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel so lonely,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel so lonely,how long have you been feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel empty,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel empty,i'm here for you. could you tell me why you're feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel empty,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i feel empty,how long have you been feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i don't have anyone,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i don't have anyone,i'm here for you. could you tell me why you're feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i don't have anyone,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
sad,i don't have anyone,how long have you been feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?"
stressed,i am so stressed out,what do you think is causing this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so stressed out,take a deep breath and gather your thoughts. go take a walk if possible. stay hydrated,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so stressed out,give yourself a break. go easy on yourself.,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so stressed out,i am sorry to hear that. what is the reason behind this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so stressed,what do you think is causing this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so stressed,take a deep breath and gather your thoughts. go take a walk if possible. stay hydrated,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so stressed,give yourself a break. go easy on yourself.,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so stressed,i am sorry to hear that. what is the reason behind this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i feel stuck,what do you think is causing this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i feel stuck,take a deep breath and gather your thoughts. go take a walk if possible. stay hydrated,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i feel stuck,give yourself a break. go easy on yourself.,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i feel stuck,i am sorry to hear that. what is the reason behind this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i still feel stressed,what do you think is causing this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i still feel stressed,take a deep breath and gather your thoughts. go take a walk if possible. stay hydrated,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i still feel stressed,give yourself a break. go easy on yourself.,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i still feel stressed,i am sorry to hear that. what is the reason behind this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so burned out,what do you think is causing this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so burned out,take a deep breath and gather your thoughts. go take a walk if possible. stay hydrated,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so burned out,give yourself a break. go easy on yourself.,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
stressed,i am so burned out,i am sorry to hear that. what is the reason behind this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?
worthless,i feel so worthless.,it's only natural to feel this way. tell me more. what else is on your mind?,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i feel so worthless.,let's discuss further why you're feeling this way.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i feel so worthless.,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i feel so worthless.,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,no one likes me.,it's only natural to feel this way. tell me more. what else is on your mind?,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,no one likes me.,let's discuss further why you're feeling this way.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,no one likes me.,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,no one likes me.,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i can't do anything.,it's only natural to feel this way. tell me more. what else is on your mind?,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i can't do anything.,let's discuss further why you're feeling this way.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i can't do anything.,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i can't do anything.,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i am so useless,it's only natural to feel this way. tell me more. what else is on your mind?,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i am so useless,let's discuss further why you're feeling this way.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i am so useless,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,i am so useless,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,nothing makes sense anymore,it's only natural to feel this way. tell me more. what else is on your mind?,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,nothing makes sense anymore,let's discuss further why you're feeling this way.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,nothing makes sense anymore,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
worthless,nothing makes sense anymore,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.
depressed,i can't take it anymore,it helps to talk about what's happening. you're going to be okay,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i can't take it anymore,talk to me. tell me more. it helps if you open up yourself to someone else.,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i can't take it anymore,"sometimes when we are depressed, it is hard to care about anything. it can be hard to do the simplest of things. give yourself time to heal.",I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i am so depressed,it helps to talk about what's happening. you're going to be okay,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i am so depressed,talk to me. tell me more. it helps if you open up yourself to someone else.,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i am so depressed,"sometimes when we are depressed, it is hard to care about anything. it can be hard to do the simplest of things. give yourself time to heal.",I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i think i'm depressed.,it helps to talk about what's happening. you're going to be okay,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i think i'm depressed.,talk to me. tell me more. it helps if you open up yourself to someone else.,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i think i'm depressed.,"sometimes when we are depressed, it is hard to care about anything. it can be hard to do the simplest of things. give yourself time to heal.",I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i have depression,it helps to talk about what's happening. you're going to be okay,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i have depression,talk to me. tell me more. it helps if you open up yourself to someone else.,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
depressed,i have depression,"sometimes when we are depressed, it is hard to care about anything. it can be hard to do the simplest of things. give yourself time to heal.",I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal."
happy,i feel great today.,that's geat to hear. i'm glad you're feeling this way.,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?
happy,i feel great today.,oh i see. that's great.,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?
happy,i feel great today.,did something happen which made you feel this way?,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?
